supplier_code,supplier_name_code,supplier_category,id_produto,cod_artigo,des_artigo,des_produto,product_category,des_linha,des_colecao,val_custo_inicial,qtd_estoque,ultima_venda,velocidade_diaria,coverage_days
ANANY,ANANY,Geral,17083,C2164,CAMISETA RENDADA - BRS1850,CAMISETA MC,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
ANANY,ANANY,Geral,17084,C2164,CAMISETA RENDADA - BRS1850,CAMISETA MC,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17085,C2164,CAMISETA RENDADA - BRS1850,CAMISETA MC,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17086,C2164,CAMISETA RENDADA - BRS1850,CAMISETA MC,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,17087,C2164,CAMISETA RENDADA - BRS1850,CAMISETA MC,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,17088,C2164,CAMISETA RENDADA - BRS1850,CAMISETA MC,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,17089,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
ANANY,ANANY,Geral,17090,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17091,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17092,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
ANANY,ANANY,Geral,17093,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,17094,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,17116,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
ANANY,ANANY,Geral,22603,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22604,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22608,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22616,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22617,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22619,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22620,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,22621,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,,,0.0
ANANY,ANANY,Geral,22622,C1853,PARKA DUPLA FACE - BRS1743,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,,,0.0
ANANY,ANANY,Geral,22626,C1854,PARKA CINTO CAPUZ REMOVIVEL - BRS1744,CASACO,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22627,C1854,PARKA CINTO CAPUZ REMOVIVEL - BRS1744,CASACO,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22628,C1854,PARKA CINTO CAPUZ REMOVIVEL - BRS1744,CASACO,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22630,C1854,PARKA CINTO CAPUZ REMOVIVEL - BRS1744,CASACO,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22631,C1854,PARKA CINTO CAPUZ REMOVIVEL - BRS1744,CASACO,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,22632,C1854,PARKA CINTO CAPUZ REMOVIVEL - BRS1744,CASACO,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,28583,C1703,PARCA CAPUZ REMOVIVEL - BRS1646,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,28585,C1703,PARCA CAPUZ REMOVIVEL - BRS1646,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,28590,C1703,PARCA CAPUZ REMOVIVEL - BRS1646,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,28593,C1703,PARCA CAPUZ REMOVIVEL - BRS1646,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,28594,C1703,PARCA CAPUZ REMOVIVEL - BRS1646,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,28598,C1703,PARCA CAPUZ REMOVIVEL - BRS1646,PARKA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,28599,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,28600,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,28603,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,28604,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,29402,C857,CAMISETA ML FLOR BORD. - BRS1228,CAMISETA ML,VESTUARIO,CASUAL,INVERNO - 2018,,1.0,,,0.0
ANANY,ANANY,Geral,17099,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
ANANY,ANANY,Geral,17100,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,17101,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17103,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17105,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,17106,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
ANANY,ANANY,Geral,17107,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,17108,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,17109,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
ANANY,ANANY,Geral,17110,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,17111,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,6.0,,,0.0
ANANY,ANANY,Geral,17112,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,17113,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
ANANY,ANANY,Geral,17114,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,28611,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,33600,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
ANANY,ANANY,Geral,33601,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,33602,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,33603,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
ANANY,ANANY,Geral,33604,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,6.0,,,0.0
ANANY,ANANY,Geral,25003,C1262,CALÇA VISCOSE FLORAL - BRS1457,CALCA,VESTUARIO,CASUAL,VERAO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,25329,C500,CALÇA VISCOSE MAX FLORAL - BRS0983,CALCA,VESTUARIO,CASUAL,VERAO - 2018,,1.0,,,0.0
ANANY,ANANY,Geral,33606,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,6.0,,,0.0
ANANY,ANANY,Geral,17115,C2167,BLUSA S/M FULL BORDADO - BRS1853,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
ANANY,ANANY,Geral,28613,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
ANANY,ANANY,Geral,17096,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,17097,C2166,REGATA BORDADO VERTICAL - BRS1852,REGATA LARGA,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
ANANY,ANANY,Geral,28607,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,,,0.0
ANANY,ANANY,Geral,28608,C1704,JAQUETA SUEDE - BRS1647,JAQUETA,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
ANANY,ANANY,Geral,33599,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
ANANY,ANANY,Geral,19694,C695,BLUSA BATA BORDADO - BRS1158,BLUSA ML,VESTUARIO,CASUAL,INVERNO - 2018,,2.0,,,0.0
ANANY,ANANY,Geral,33605,C2352,BLUSA GOLA BORDADA - BRS1953,BLUSA MC,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
ANANY,ANANY,Geral,25012,C1263,CALÇA VISCOSE LISTRADA - BRS1458,CALCA,VESTUARIO,CASUAL,VERAO - 2019,,1.0,2018-11-05,,0.0
ANANY,ANANY,Geral,17095,C2165,BLUSA ML BORDADADA MAQ - BRS1851,BLUSA ML,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33924,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,7.0,2020-05-16,0.011111111111111112,630.0
AQUA DOCE,AQUA DOCE,Geral,33928,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33929,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,13.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33930,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,8.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33931,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,12.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33915,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,7.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33914,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,7.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33916,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33917,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,11.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33918,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33919,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33920,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,13.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33921,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,11.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33922,C2435,SHORT SUEDINE FIVELA - BRS2009,SHORTS,VESTUARIO,CASUAL,VERAO - 2020,,11.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33923,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,7.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33925,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33926,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
AQUA DOCE,AQUA DOCE,Geral,33927,C2436,REGATA SUEDINE RENDA - BRS2010,REGATA FINA,VESTUARIO,CASUAL,VERAO - 2020,,7.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33773,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33905,C2434,MACAQUINHO LESE - BRS2008,MACAQUINHO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33775,C2432,VESTIDO BOTOES LESE - BRS2006,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33776,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33900,C2434,MACAQUINHO LESE - BRS2008,MACAQUINHO,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33906,C2434,MACAQUINHO LESE - BRS2008,MACAQUINHO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33907,C2434,MACAQUINHO LESE - BRS2008,MACAQUINHO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33777,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,9.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33778,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33779,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33780,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33781,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33782,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33783,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33784,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33785,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33774,C2432,VESTIDO BOTOES LESE - BRS2006,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33787,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33788,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,5.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33789,C2431,VESTIDO CIGANINHA LESE - BRS2005,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
BELA GAIA,BELA GAIA,Geral,33790,C2432,VESTIDO BOTOES LESE - BRS2006,VESTIDO CURTO,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
