product_id,product_name,category,stockout_date,days_until_restocked
18474,C1207,UNDERWARE,2020-11-24,0
19317,C2120,VESTUARIO,2020-11-24,0
19362,C2456,VESTUARIO,2020-11-24,0
20342,C1251,VESTUARIO,2020-11-24,0
20363,C1253,VESTUARIO,2020-11-24,0
20428,C2415,VESTUARIO,2020-11-24,-312
20473,C1957,VESTUARIO,2020-11-24,0
20504,C1028,MODA PRAIA,2020-11-24,0
20524,01.19.101,MODA PRAIA,2020-11-24,0
21314,C2395,VESTUARIO,2020-11-24,0
21321,01.18.128,MODA PRAIA,2020-11-24,0
22288,C2263,VESTUARIO,2020-11-24,0
22389,C1201,UNDERWARE,2020-11-24,0
22565,C1821,VESTUARIO,2020-11-24,0
22887,C2238,VESTUARIO,2020-11-24,0
23084,C1837,VESTUARIO,2020-11-24,0
24762,C1869,VESTUARIO,2020-11-24,0
25102,C1115,LINHA NOITE,2020-11-24,0
26053,C1723,VESTUARIO,2020-11-24,0
26309,01.01.84,UNDERWARE,2020-11-24,0
26350,C1773,VESTUARIO,2020-11-24,0
27789,C341,LINHA NOITE,2020-11-24,0
27847,C158,MODA PRAIA,2020-11-24,0
28047,C1677,LINHA NOITE,2020-11-24,0
28322,01.18.128,MODA PRAIA,2020-11-24,0
28459,01.19.60,MODA PRAIA,2020-11-24,0
28607,C1704,VESTUARIO,2020-11-24,0
29505,C578,VESTUARIO,2020-11-24,0
29665,C606,VESTUARIO,2020-11-24,0
30090,C1446,VESTUARIO,2020-11-24,0
31579,C953,MODA PRAIA,2020-11-24,0
33227,C2197,VESTUARIO,2020-11-24,-320
33597,C2351,VESTUARIO,2020-11-24,0
33810,C2433,VESTUARIO,2020-11-24,0
34017,C2302,UNDERWARE,2020-11-24,0
34762,C1690,LINHA NOITE,2020-11-24,0
168,01.02.22,UNDERWARE,2020-11-24,0
418,01.02.16,UNDERWARE,2020-11-24,0
3969,C8,VESTUARIO,2020-11-24,0
6720,01.04.13,UNDERWARE,2020-11-24,0
6775,01.70.08,UNDERWARE,2020-11-24,0
8755,01.59.15,UNDERWARE,2020-11-24,0
8772,01.59.17,UNDERWARE,2020-11-24,0
8966,01.01.03,UNDERWARE,2020-11-24,0
9413,01.71.02,UNDERWARE,2020-11-24,0
12293,01.70.82,UNDERWARE,2020-11-24,0
12956,01.46.9,LINHA NOITE,2020-11-24,0
15016,C1920,VESTUARIO,2020-11-24,0
16331,C2116,MODA PRAIA,2020-11-24,0
17103,C2166,VESTUARIO,2020-11-24,0
17144,C2172,VESTUARIO,2020-11-24,0
18236,C2175,VESTUARIO,2020-11-24,0
18268,C2235,UNDERWARE,2020-11-24,0
18708,C1846,VESTUARIO,2020-11-24,0
20518,C167,MODA PRAIA,2020-11-24,0
20576,C1321,UNDERWARE,2020-11-24,0
20658,C1353,VESTUARIO,2020-11-24,0
20688,C1274,FITNESS,2020-11-24,0
21874,C1030,MODA PRAIA,2020-11-24,0
22350,01.19.110,MODA PRAIA,2020-11-24,0
22719,C1203,UNDERWARE,2020-11-24,0
23115,C1359,VESTUARIO,2020-11-24,0
24385,C1630,VESTUARIO,2020-11-24,0
26006,C1718,VESTUARIO,2020-11-24,0
26114,01.18.135,MODA PRAIA,2020-11-24,0
26305,01.01.84,UNDERWARE,2020-11-24,0
26434,C1836,VESTUARIO,2020-11-24,0
26493,01.59.59,UNDERWARE,2020-11-24,0
28011,02.02.47,UNDERWARE,2020-11-24,0
28024,01.71.14,UNDERWARE,2020-11-24,0
29057,C1678,LINHA NOITE,2020-11-24,0
30065,C1442,VESTUARIO,2020-11-24,0
30104,C1448,VESTUARIO,2020-11-24,0
30569,01.60.06,UNDERWARE,2020-11-24,0
30908,01.02.78,UNDERWARE,2020-11-24,0
31053,C369,UNDERWARE,2020-11-24,0
31954,C2220,VESTUARIO,2020-11-24,0
31968,C2427,VESTUARIO,2020-11-24,0
32321,01.01.16,UNDERWARE,2020-11-24,0
33216,C2194,VESTUARIO,2020-11-24,0
33262,C2203,VESTUARIO,2020-11-24,0
34963,C56,FITNESS,2020-11-24,0
35157,C982,LINHA NOITE,2020-11-24,0
35245,C874,VESTUARIO,2020-11-24,0
557,02.02.29,UNDERWARE,2020-11-24,0
2067,01.04.22,UNDERWARE,2020-11-24,0
3253,01.07.24,UNDERWARE,2020-11-24,0
5662,07.03.09,UNDERWARE,2020-11-24,0
7478,02.02.48,UNDERWARE,2020-11-24,0
8965,01.01.03,UNDERWARE,2020-11-24,0
10188,01.59.46,EROTICA,2020-11-24,0
10390,01.01.100,UNDERWARE,2020-11-24,0
11075,01.70.48,UNDERWARE,2020-11-24,0
11550,01.70.40,UNDERWARE,2020-11-24,0
11839,01.19.72,MODA PRAIA,2020-11-24,0
12368,01.15.87,VESTUARIO,2020-11-24,0
13874,C156,MODA PRAIA,2020-11-24,0
14855,C1048,VESTUARIO,2020-11-24,0
15012,C2123,VESTUARIO,2020-11-24,0
15123,C1777,VESTUARIO,2020-11-24,0
15131,C1778,VESTUARIO,2020-11-24,0
15765,C762,VESTUARIO,2020-11-24,0
16796,C1840,VESTUARIO,2020-11-24,0
19031,01.18.105,MODA PRAIA,2020-11-24,0
19487,C699,VESTUARIO,2020-11-24,0
19894,C243,MODA PRAIA,2020-11-24,0
20112,C190,MODA PRAIA,2020-11-24,0
20173,C1024,MODA PRAIA,2020-11-24,0
20331,C1218,LINHA NOITE,2020-11-24,0
20348,C1251,VESTUARIO,2020-11-24,0
20372,C1254,VESTUARIO,2020-11-24,0
21400,C1286,VESTUARIO,2020-11-24,0
21803,C1019,MODA PRAIA,2020-11-24,0
22292,C2264,VESTUARIO,2020-11-24,0
22306,C1296,VESTUARIO,2020-11-24,0
22546,C1755,LINHA NOITE,2020-11-24,0
23080,C1773,VESTUARIO,2020-11-24,0
24366,C1626,VESTUARIO,2020-11-24,0
24461,C1679,LINHA NOITE,2020-11-24,0
24462,C1679,LINHA NOITE,2020-11-24,0
24825,C1190,VESTUARIO,2020-11-24,0
26306,01.01.84,UNDERWARE,2020-11-24,0
26318,C455,UNDERWARE,2020-11-24,0
26871,01.01.04,UNDERWARE,2020-11-24,0
28336,C1811,MODA PRAIA,2020-11-24,0
28583,C1703,VESTUARIO,2020-11-24,0
28704,02.02.39,UNDERWARE,2020-11-24,0
29383,C855,VESTUARIO,2020-11-24,0
30012,C1342,VESTUARIO,2020-11-24,0
30468,C199,UNDERWARE,2020-11-24,0
30553,01.03.14,UNDERWARE,2020-11-24,0
30557,01.03.15,UNDERWARE,2020-11-24,0
32225,C2428,VESTUARIO,2020-11-24,0
32307,C2233,UNDERWARE,2020-11-24,0
33577,C2348,VESTUARIO,2020-11-24,0
34205,C2004,LINHA NOITE,2020-11-24,0
35032,C203,MODA PRAIA,2020-11-24,0
506,01.13.13,LINHA NOITE,2020-11-24,0
864,02.02.04,UNDERWARE,2020-11-24,0
4371,01.06.02,UNDERWARE,2020-11-24,0
4886,02.02.36,UNDERWARE,2020-11-24,0
6321,01.02.78,UNDERWARE,2020-11-24,0
6354,01.59.13,UNDERWARE,2020-11-24,0
6727,01.01.80,UNDERWARE,2020-11-24,0
8118,01.18.104,MODA PRAIA,2020-11-24,0
10180,01.59.45,EROTICA,2020-11-24,0
11089,01.70.64,UNDERWARE,2020-11-24,0
11986,C149,VESTUARIO,2020-11-24,0
13400,01.16.102,UNDERWARE,2020-11-24,0
15004,C2124,VESTUARIO,2020-11-24,0
15019,C2127,VESTUARIO,2020-11-24,0
15871,C810,VESTUARIO,2020-11-24,0
16702,C1939,VESTUARIO,2020-11-24,0
16877,C1362,VESTUARIO,2020-11-24,0
17181,C859,VESTUARIO,2020-11-24,0
17511,C870,VESTUARIO,2020-11-24,0
17807,C656,VESTUARIO,2020-11-24,0
18058,C195,MODA PRAIA,2020-11-24,0
18358,C161,MODA PRAIA,2020-11-24,0
18387,C1265,VESTUARIO,2020-11-24,0
18499,C1123,VESTUARIO,2020-11-24,0
18971,C1950,VESTUARIO,2020-11-24,0
20446,C2420,VESTUARIO,2020-11-24,0
20477,C1958,VESTUARIO,2020-11-24,0
20517,C167,MODA PRAIA,2020-11-24,0
20818,C2446,VESTUARIO,2020-11-24,-313
20983,C1866,UNDERWARE,2020-11-24,0
21074,C1924,FITNESS,2020-11-24,0
21411,C1279,VESTUARIO,2020-11-24,0
21886,C828,LINHA NOITE,2020-11-24,0
21953,C56,FITNESS,2020-11-24,0
22560,C1821,VESTUARIO,2020-11-24,0
22714,C1203,UNDERWARE,2020-11-24,0
22894,C2238,VESTUARIO,2020-11-24,0
23287,01.45.63,VESTUARIO,2020-11-24,0
24284,01.01.23,UNDERWARE,2020-11-24,0
26333,C452,UNDERWARE,2020-11-24,0
26703,C1714,VESTUARIO,2020-11-24,0
29153,C1709,VESTUARIO,2020-11-24,0
29398,C857,VESTUARIO,2020-11-24,0
33191,C2191,VESTUARIO,2020-11-24,0
34971,C120,FITNESS,2020-11-24,0
249,01.47.31,VESTUARIO,2020-11-24,0
830,01.06.04,UNDERWARE,2020-11-24,0
3757,07.04.06,UNDERWARE,2020-11-24,0
4874,02.02.29,UNDERWARE,2020-11-24,0
6706,02.02.45,UNDERWARE,2020-11-24,0
7472,02.02.48,UNDERWARE,2020-11-24,0
8232,01.20.53,MODA PRAIA,2020-11-24,0
14997,C2122,VESTUARIO,2020-11-24,0
15730,C941,VESTUARIO,2020-11-24,0
15747,C759,VESTUARIO,2020-11-24,0
16642,01.02.22,UNDERWARE,2020-11-24,0
16768,C1944,VESTUARIO,2020-11-24,0
17011,C950,MODA PRAIA,2020-11-24,0
17208,C861,VESTUARIO,2020-11-24,0
18242,C2174,VESTUARIO,2020-11-24,0
19172,C1412,VESTUARIO,2020-11-24,0
19227,C1891,VESTUARIO,2020-11-24,0
19641,C1041,VESTUARIO,2020-11-24,0
19674,C693,VESTUARIO,2020-11-24,0
19765,C1043,VESTUARIO,2020-11-24,0
20238,C1317,UNDERWARE,2020-11-24,0
20392,C2468,VESTUARIO,2020-11-24,0
20811,C2445,VESTUARIO,2020-11-24,0
20993,C1430,UNDERWARE,2020-11-24,0
21003,C1867,UNDERWARE,2020-11-24,0
21081,C1924,FITNESS,2020-11-24,0
22392,C1201,UNDERWARE,2020-11-24,0
22550,C1756,LINHA NOITE,2020-11-24,0
24426,C1655,VESTUARIO,2020-11-24,0
24475,C1682,LINHA NOITE,2020-11-24,0
25863,C44,FITNESS,2020-11-24,0
26115,01.18.135,MODA PRAIA,2020-11-24,0
26116,01.18.135,MODA PRAIA,2020-11-24,0
26630,01.59.62,UNDERWARE,2020-11-24,0
27074,C1166,LINHA NOITE,2020-11-24,0
27432,C968,VESTUARIO,2020-11-24,0
27861,C358,LINHA NOITE,2020-11-24,0
30029,C1436,VESTUARIO,2020-11-24,0
30360,C1141,VESTUARIO,2020-11-24,0
31071,C1979,VESTUARIO,2020-11-24,0
31147,C1989,MODA PRAIA,2020-11-24,0
31149,C1989,MODA PRAIA,2020-11-24,0
31732,C1831,VESTUARIO,2020-11-24,0
32819,C2029,UNDERWARE,2020-11-24,0
32882,C2418,VESTUARIO,2020-11-24,0
32980,C1934,LINHA NOITE,2020-11-24,0
33540,C2339,VESTUARIO,2020-11-24,-312
34004,C2301,UNDERWARE,2020-11-24,0
34070,C2310,UNDERWARE,2020-11-24,0
34159,C2272,VESTUARIO,2020-11-24,0
34296,C2135,UNDERWARE,2020-11-24,0
34416,C1969,VESTUARIO,2020-11-24,0
34437,C1972,VESTUARIO,2020-11-24,-309
34438,C1972,VESTUARIO,2020-11-24,0
521,01.04.15,UNDERWARE,2020-11-24,0
1068,01.01.13,UNDERWARE,2020-11-24,0
2061,01.04.21,UNDERWARE,2020-11-24,0
6131,02.02.07,UNDERWARE,2020-11-24,0
9068,07.04.07,UNDERWARE,2020-11-24,0
10391,01.01.100,UNDERWARE,2020-11-24,0
11073,01.70.48,UNDERWARE,2020-11-24,0
11092,01.70.65,UNDERWARE,2020-11-24,0
11189,01.18.119,MODA PRAIA,2020-11-24,0
12944,01.70.56,UNDERWARE,2020-11-24,0
13127,01.70.90,UNDERWARE,2020-11-24,0
13173,01.59.64,UNDERWARE,2020-11-24,0
14933,C1803,UNDERWARE,2020-11-24,0
15529,C191,MODA PRAIA,2020-11-24,0
15833,C632,VESTUARIO,2020-11-24,0
15854,C808,VESTUARIO,2020-11-24,0
16357,C2354,VESTUARIO,2020-11-24,0
16452,C815,UNDERWARE,2020-11-24,0
16592,C1201,UNDERWARE,2020-11-24,0
16614,C1402,VESTUARIO,2020-11-24,0
16976,C1648,UNDERWARE,2020-11-24,-314
17057,C1946,VESTUARIO,2020-11-24,0
17081,C2164,VESTUARIO,2020-11-24,0
17297,C906,VESTUARIO,2020-11-24,0
18425,C1290,VESTUARIO,2020-11-24,0
18734,C1293,VESTUARIO,2020-11-24,0
18840,C1127,VESTUARIO,2020-11-24,0
18947,C1948,VESTUARIO,2020-11-24,0
19084,C1700,VESTUARIO,2020-11-24,0
19238,C1893,VESTUARIO,2020-11-24,0
19372,C2458,VESTUARIO,2020-11-24,0
19869,C885,EROTICA,2020-11-24,0
19919,C56,FITNESS,2020-11-24,0
20087,C2465,VESTUARIO,2020-11-24,0
21283,C1930,VESTUARIO,2020-11-24,0
22270,C2262,VESTUARIO,2020-11-24,-319
25096,C1113,LINHA NOITE,2020-11-24,0
26055,C1745,LINHA NOITE,2020-11-24,0
27082,C1168,LINHA NOITE,2020-11-24,0
27539,C625,VESTUARIO,2020-11-24,0
27820,C959,MODA PRAIA,2020-11-24,0
27825,C960,MODA PRAIA,2020-11-24,0
28048,C1677,LINHA NOITE,2020-11-24,0
28495,01.01.52,UNDERWARE,2020-11-24,0
28496,01.01.52,UNDERWARE,2020-11-24,0
29076,C1705,VESTUARIO,2020-11-24,0
29945,01.02.22,UNDERWARE,2020-11-24,0
31751,C1834,VESTUARIO,2020-11-24,0
32271,C2231,UNDERWARE,2020-11-24,0
32294,C2233,UNDERWARE,2020-11-24,0
32840,C2132,VESTUARIO,2020-11-24,0
32851,01.02.49,UNDERWARE,2020-11-24,0
33202,C2193,VESTUARIO,2020-11-24,0
33240,C2199,VESTUARIO,2020-11-24,0
33299,C2208,VESTUARIO,2020-11-24,0
34141,C2269,VESTUARIO,2020-11-24,0
34170,C2273,VESTUARIO,2020-11-24,0
34434,C1972,VESTUARIO,2020-11-24,0
34601,C2075,BIJU / JOIAS,2020-11-24,0
35116,C734,LINHA NOITE,2020-11-24,0
575,02.02.36,UNDERWARE,2020-11-24,0
1026,01.03.06,UNDERWARE,2020-11-24,0
1701,01.06.13,UNDERWARE,2020-11-24,0
2263,01.42.5,LINHA NOITE,2020-11-24,0
4405,01.01.12,UNDERWARE,2020-11-24,0
4828,01.04.22,UNDERWARE,2020-11-24,0
5869,01.04.21,UNDERWARE,2020-11-24,0
5926,01.01.03,UNDERWARE,2020-11-24,0
6005,01.01.06,UNDERWARE,2020-11-24,0
6678,01.02.53,UNDERWARE,2020-11-24,0
8709,01.28.53,ACESSORIOS,2020-11-24,0
8905,01.70.05,UNDERWARE,2020-11-24,0
13070,01.19.112,MODA PRAIA,2020-11-24,0
13976,C179,MODA PRAIA,2020-11-24,0
14523,01.70.91,UNDERWARE,2020-11-24,0
15190,01.19.118,MODA PRAIA,2020-11-24,0
15755,C760,VESTUARIO,2020-11-24,0
16101,01.18.127,MODA PRAIA,2020-11-24,0
16578,C1204,UNDERWARE,2020-11-24,0
16710,C1939,VESTUARIO,2020-11-24,0
16875,C1359,VESTUARIO,2020-11-24,0
18054,C193,MODA PRAIA,2020-11-24,0
18220,C2172,VESTUARIO,2020-11-24,0
18468,C1206,UNDERWARE,2020-11-24,0
18686,03.06.08,MODA PRAIA,2020-11-24,0
18792,C1632,VESTUARIO,2020-11-24,0
18809,C1634,VESTUARIO,2020-11-24,0
18880,C1130,VESTUARIO,2020-11-24,0
19204,C1725,UNDERWARE,2020-11-24,0
19213,C1727,UNDERWARE,2020-11-24,0
19700,C696,VESTUARIO,2020-11-24,0
19812,C716,LINHA NOITE,2020-11-24,0
19872,C885,EROTICA,2020-11-24,0
20214,C743,LINHA NOITE,2020-11-24,0
20261,C1905,UNDERWARE,2020-11-24,0
20603,C1325,UNDERWARE,2020-11-24,0
21220,C2448,VESTUARIO,2020-11-24,0
21292,C2390,VESTUARIO,2020-11-24,0
22257,C2261,VESTUARIO,2020-11-24,0
22386,C1201,UNDERWARE,2020-11-24,0
22539,C1753,LINHA NOITE,2020-11-24,0
22727,C1204,UNDERWARE,2020-11-24,0
24411,C1652,VESTUARIO,2020-11-24,0
24463,C1679,LINHA NOITE,2020-11-24,0
25776,C362,LINHA NOITE,2020-11-24,0
25805,C546,UNDERWARE,2020-11-24,0
27123,C1640,VESTUARIO,2020-11-24,0
27427,C968,VESTUARIO,2020-11-24,0
28339,C1812,MODA PRAIA,2020-11-24,0
28571,01.44.9,VESTUARIO,2020-11-24,0
28621,C1736,LINHA NOITE,2020-11-24,0
29059,C1717,VESTUARIO,2020-11-24,0
29375,C854,VESTUARIO,2020-11-24,0
30127,C1825,VESTUARIO,2020-11-24,0
30141,C1828,VESTUARIO,2020-11-24,0
30158,C952,MODA PRAIA,2020-11-24,0
30342,C1451,VESTUARIO,2020-11-24,0
31094,C2388,VESTUARIO,2020-11-24,0
32769,C2131,VESTUARIO,2020-11-24,0
32998,C2312,VESTUARIO,2020-11-24,0
33029,C2320,VESTUARIO,2020-11-24,0
34371,C2211,VESTUARIO,2020-11-24,0
34835,C1090,VESTUARIO,2020-11-24,0
34864,C1759,LINHA NOITE,2020-11-24,0
413,01.02.16,UNDERWARE,2020-11-24,0
921,01.01.05,UNDERWARE,2020-11-24,0
1343,01.04.16,UNDERWARE,2020-11-24,0
1672,01.09.07,EROTICA,2020-11-24,0
2720,01.01.04,UNDERWARE,2020-11-24,0
6006,01.01.03,UNDERWARE,2020-11-24,0
8120,01.18.105,MODA PRAIA,2020-11-24,0
8851,01.01.03,UNDERWARE,2020-11-24,0
9140,01.01.20,UNDERWARE,2020-11-24,0
9760,01.71.01,UNDERWARE,2020-11-24,0
13980,C179,MODA PRAIA,2020-11-24,0
14043,C56,FITNESS,2020-11-24,0
14090,01.59.55,UNDERWARE,2020-11-24,0
14858,C1049,VESTUARIO,2020-11-24,0
16298,C840,UNDERWARE,2020-11-24,0
17034,C196,MODA PRAIA,2020-11-24,0
17068,C1947,VESTUARIO,2020-11-24,0
17124,C2168,VESTUARIO,2020-11-24,0
17189,C859,VESTUARIO,2020-11-24,0
18287,C2368,VESTUARIO,2020-11-24,-312
18375,01.01.07,UNDERWARE,2020-11-24,0
18701,C1844,VESTUARIO,2020-11-24,0
18761,C1078,VESTUARIO,2020-11-24,0
18977,C1951,VESTUARIO,2020-11-24,0
19019,C1954,VESTUARIO,2020-11-24,0
19141,C1138,VESTUARIO,2020-11-24,0
19247,C1894,VESTUARIO,2020-11-24,0
19821,C718,LINHA NOITE,2020-11-24,0
20621,C1344,VESTUARIO,2020-11-24,0
21876,C1031,MODA PRAIA,2020-11-24,0
22523,C1749,LINHA NOITE,2020-11-24,0
24729,C1685,LINHA NOITE,2020-11-24,0
27314,01.71.02,UNDERWARE,2020-11-24,0
28608,C1704,VESTUARIO,2020-11-24,0
29038,C1879,UNDERWARE,2020-11-24,0
30010,C1342,VESTUARIO,2020-11-24,0
30049,C1439,VESTUARIO,2020-11-24,0
30694,C1792,VESTUARIO,2020-11-24,0
31072,C1979,VESTUARIO,2020-11-24,0
31738,C1831,VESTUARIO,2020-11-24,0
32192,C1982,UNDERWARE,2020-11-24,0
32807,C2028,UNDERWARE,2020-11-24,0
33526,C2337,VESTUARIO,2020-11-24,0
34376,C2211,VESTUARIO,2020-11-24,0
34391,C2214,VESTUARIO,2020-11-24,0
2424,01.16.25,UNDERWARE,2020-11-24,0
2713,01.02.13,UNDERWARE,2020-11-24,0
2778,01.19.60,MODA PRAIA,2020-11-24,0
5878,01.19.63,MODA PRAIA,2020-11-24,0
6708,02.02.45,UNDERWARE,2020-11-24,0
8308,C21,UNDERWARE,2020-11-24,0
12313,01.20.51,MODA PRAIA,2020-11-24,0
12566,01.59.15,UNDERWARE,2020-11-24,0
13966,C213,UNDERWARE,2020-11-24,0
14108,01.70.19,UNDERWARE,2020-11-24,0
14813,C1236,LINHA NOITE,2020-11-24,0
15413,C1785,VESTUARIO,2020-11-24,0
15783,C622,VESTUARIO,2020-11-24,0
15965,C214,UNDERWARE,2020-11-24,0
15997,C219,UNDERWARE,2020-11-24,0
16241,C1074,VESTUARIO,2020-11-24,0
17160,01.02.53,UNDERWARE,2020-11-24,0
17250,C864,VESTUARIO,2020-11-24,0
18048,C178,MODA PRAIA,2020-11-24,0
18148,C1382,VESTUARIO,2020-11-24,0
18176,C1385,VESTUARIO,2020-11-24,0
18380,C913,UNDERWARE,2020-11-24,0
18485,C1210,UNDERWARE,2020-11-24,0
18970,C1950,VESTUARIO,2020-11-24,0
19244,C1894,VESTUARIO,2020-11-24,0
19445,C882,VESTUARIO,2020-11-24,0
20070,C2463,VESTUARIO,2020-11-24,0
20095,C2467,VESTUARIO,2020-11-24,0
20108,C190,MODA PRAIA,2020-11-24,0
20481,C1958,VESTUARIO,2020-11-24,0
20657,C1353,VESTUARIO,2020-11-24,0
20928,C1329,UNDERWARE,2020-11-24,0
21369,C962,FITNESS,2020-11-24,0
21476,C1248,LINHA NOITE,2020-11-24,0
21779,C889,EROTICA,2020-11-24,0
22250,C1866,UNDERWARE,2020-11-24,0
