alert_date,product_id,category,regime,supplier,coverage_days,quantity,urgency,unit_cost,total_cost,substitutes_count
2020-01-24,29052,UNDERWARE,commodity,FINA ESTAMPA,21.0,84,MEDIUM,0.0,0.0,5
2020-01-26,33946,MODA PRAIA,seasonal,HERMES BALI,28.0,180,MEDIUM,0.0,0.0,0
2020-01-27,15307,UNDERWARE,commodity,ZEE RUCCI,15.0,96,MEDIUM,0.0,0.0,5
2020-01-28,18006,FITNESS,commodity,FOREVER FITNESS,28.0,84,MEDIUM,0.0,0.0,5
2020-01-28,21094,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-01-28,35182,MODA PRAIA,commodity,CLASS,30.0,84,MEDIUM,0.0,0.0,0
2020-01-30,17982,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-02-01,12595,MODA PRAIA,commodity,CLASS,18.0,96,MEDIUM,11.65,1118.4,5
2020-02-01,27939,MODA PRAIA,seasonal,CLASS,18.0,192,MEDIUM,0.0,0.0,0
2020-02-02,24820,UNDERWARE,commodity,FINA ESTAMPA,15.0,96,MEDIUM,0.0,0.0,5
2020-02-03,21966,FITNESS,commodity,FOREVER FITNESS,16.0,96,MEDIUM,0.0,0.0,0
2020-02-03,21972,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-02-04,21988,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,5
2020-02-06,15274,MODA PRAIA,seasonal,CLASS,15.0,192,MEDIUM,0.0,0.0,0
2020-02-06,22952,UNDERWARE,commodity,FEMINIS,20.0,96,MEDIUM,0.0,0.0,5
2020-02-07,16116,MODA PRAIA,commodity,RIVANNA,15.0,96,MEDIUM,0.0,0.0,5
2020-02-09,21960,FITNESS,commodity,FOREVER FITNESS,15.0,96,MEDIUM,0.0,0.0,0
2020-02-10,17984,FITNESS,commodity,FOREVER FITNESS,26.0,84,MEDIUM,0.0,0.0,0
2020-02-11,17988,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-02-12,15273,MODA PRAIA,seasonal,CLASS,16.0,192,MEDIUM,0.0,0.0,0
2020-02-13,17998,FITNESS,commodity,FOREVER FITNESS,16.0,96,MEDIUM,0.0,0.0,0
2020-02-16,29027,UNDERWARE,commodity,FINA ESTAMPA,28.0,84,MEDIUM,0.0,0.0,5
2020-02-19,35182,MODA PRAIA,commodity,CLASS,30.0,84,MEDIUM,0.0,0.0,0
2020-02-20,17983,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-02-20,18007,FITNESS,commodity,FOREVER FITNESS,29.0,84,MEDIUM,0.0,0.0,0
2020-02-24,33954,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-02-25,30880,EROTICA,commodity,SEX SHOP,15.0,96,MEDIUM,0.33,31.68,0
2020-02-27,21094,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-03-01,29052,UNDERWARE,commodity,FINA ESTAMPA,21.0,84,MEDIUM,0.0,0.0,5
2020-03-05,21988,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,5
2020-03-09,15451,UNDERWARE,commodity,FEMINIS,20.0,96,MEDIUM,0.0,0.0,0
2020-03-13,17984,FITNESS,commodity,FOREVER FITNESS,26.0,84,MEDIUM,0.0,0.0,0
2020-03-14,16284,UNDERWARE,commodity,TRIFIL,22.0,84,MEDIUM,0.0,0.0,5
2020-03-20,18195,UNDERWARE,commodity,JESCRI,28.0,84,MEDIUM,0.0,0.0,0
2020-03-21,17983,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-03-24,18007,FITNESS,commodity,FOREVER FITNESS,28.0,84,MEDIUM,0.0,0.0,0
2020-03-25,33954,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-03-28,18008,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-04-01,30880,EROTICA,commodity,SEX SHOP,15.0,96,MEDIUM,0.33,31.68,0
2020-04-03,15451,UNDERWARE,commodity,FEMINIS,18.0,96,MEDIUM,0.0,0.0,0
2020-04-03,21984,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-04-05,16284,UNDERWARE,commodity,TRIFIL,22.0,84,MEDIUM,0.0,0.0,5
2020-04-06,18012,FITNESS,commodity,FOREVER FITNESS,29.0,84,MEDIUM,0.0,0.0,0
2020-04-08,21101,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-04-11,21102,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,5
2020-04-24,18195,UNDERWARE,commodity,JESCRI,26.0,84,MEDIUM,0.0,0.0,0
2020-04-24,21980,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,0
2020-04-27,18008,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-05-02,11322,UNDERWARE,commodity,CLASS,19.0,96,MEDIUM,13.14,1261.44,5
2020-05-04,21984,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-05-05,18205,UNDERWARE,commodity,JESCRI,24.0,84,MEDIUM,0.0,0.0,0
2020-05-06,18012,FITNESS,commodity,FOREVER FITNESS,28.0,84,MEDIUM,0.0,0.0,0
2020-05-08,21101,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-05-10,22949,UNDERWARE,commodity,FEMINIS,30.0,84,MEDIUM,0.0,0.0,5
2020-05-12,21102,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,5
2020-05-22,21990,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-05-24,11322,UNDERWARE,commodity,CLASS,18.0,96,MEDIUM,13.14,1261.44,5
2020-05-26,21980,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,0
2020-05-29,21976,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,0
2020-05-31,14688,UNDERWARE,commodity,LUPO,30.0,84,MEDIUM,0.0,0.0,3
2020-05-31,21092,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-06-04,14473,UNDERWARE,commodity,VI LINGERIE,30.0,84,MEDIUM,0.0,0.0,5
2020-06-04,22949,UNDERWARE,commodity,FEMINIS,30.0,84,MEDIUM,0.0,0.0,5
2020-06-08,32206,UNDERWARE,commodity,TETRA LINGERIE,30.0,84,MEDIUM,0.0,0.0,5
2020-06-10,18205,UNDERWARE,commodity,JESCRI,24.0,84,MEDIUM,0.0,0.0,0
2020-06-19,21089,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-06-20,8846,UNDERWARE,commodity,TRIFIL,30.0,84,MEDIUM,14.51,1218.84,5
2020-06-20,17995,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-06-21,21990,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-06-24,14473,UNDERWARE,commodity,VI LINGERIE,29.0,84,MEDIUM,0.0,0.0,5
2020-06-28,21976,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,0
2020-07-02,21092,FITNESS,commodity,FOREVER FITNESS,23.0,84,MEDIUM,0.0,0.0,0
2020-07-03,14688,UNDERWARE,commodity,LUPO,29.0,84,MEDIUM,0.0,0.0,3
2020-07-10,8846,UNDERWARE,commodity,TRIFIL,30.0,84,MEDIUM,14.51,1218.84,5
2020-07-13,32206,UNDERWARE,commodity,TETRA LINGERIE,28.0,84,MEDIUM,0.0,0.0,5
2020-07-19,14475,UNDERWARE,commodity,VI LINGERIE,30.0,84,MEDIUM,0.0,0.0,5
2020-07-20,17995,FITNESS,commodity,FOREVER FITNESS,29.0,84,MEDIUM,0.0,0.0,0
2020-07-20,21089,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-07-26,18000,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-08-01,21994,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,0
2020-08-03,21084,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-08-08,14475,UNDERWARE,commodity,VI LINGERIE,29.0,84,MEDIUM,0.0,0.0,5
2020-08-22,22948,UNDERWARE,commodity,FEMINIS,30.0,84,MEDIUM,0.0,0.0,5
2020-08-26,18000,FITNESS,commodity,FOREVER FITNESS,29.0,84,MEDIUM,0.0,0.0,0
2020-08-28,21088,FITNESS,commodity,FOREVER FITNESS,22.0,84,MEDIUM,0.0,0.0,0
2020-08-31,21994,FITNESS,commodity,FOREVER FITNESS,18.0,96,MEDIUM,0.0,0.0,0
2020-09-02,21084,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,0
2020-09-16,16283,UNDERWARE,commodity,TRIFIL,30.0,84,MEDIUM,0.0,0.0,5
2020-09-16,22948,UNDERWARE,commodity,FEMINIS,29.0,84,MEDIUM,0.0,0.0,5
2020-09-25,1717,EROTICA,commodity,SEX SHOP,15.0,96,MEDIUM,3.0,288.0,0
2020-09-28,21088,FITNESS,commodity,FOREVER FITNESS,21.0,84,MEDIUM,0.0,0.0,0
2020-10-03,21977,FITNESS,commodity,FOREVER FITNESS,19.0,96,MEDIUM,0.0,0.0,0
2020-10-06,16283,UNDERWARE,commodity,TRIFIL,29.0,84,MEDIUM,0.0,0.0,5
2020-10-17,22951,UNDERWARE,commodity,FEMINIS,30.0,84,MEDIUM,0.0,0.0,5
2020-10-30,1717,EROTICA,commodity,SEX SHOP,15.0,96,MEDIUM,3.0,288.0,0
2020-11-02,21977,FITNESS,commodity,FOREVER FITNESS,18.0,96,MEDIUM,0.0,0.0,0
2020-11-12,22951,UNDERWARE,commodity,FEMINIS,30.0,84,MEDIUM,0.0,0.0,5
2019-12-03,33945,MODA PRAIA,seasonal,HERMES BALI,39.0,168,LOW,0.0,0.0,0
2019-12-14,11296,MODA PRAIA,seasonal,CLASS,52.0,156,LOW,0.0,0.0,5
2020-01-03,11296,MODA PRAIA,seasonal,CLASS,51.0,156,LOW,0.0,0.0,5
2020-01-07,33945,MODA PRAIA,seasonal,HERMES BALI,39.0,168,LOW,0.0,0.0,0
2020-01-17,17974,MODA PRAIA,seasonal,RIVANNA,39.0,168,LOW,0.0,0.0,0
2020-01-29,6545,LINHA NOITE,seasonal,LU MODAS,60.0,144,LOW,19.8,2851.2,5
2020-02-13,17974,MODA PRAIA,seasonal,RIVANNA,38.0,168,LOW,0.0,0.0,0
2020-02-18,6545,LINHA NOITE,seasonal,LU MODAS,59.0,144,LOW,19.8,2851.2,5
2019-12-01,9055,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,14.51,1567.08,5
2019-12-01,15068,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,0
2019-12-02,824,UNDERWARE,commodity,ESBELT,9.0,96,HIGH,36.5,3504.0,5
2019-12-02,23070,UNDERWARE,commodity,ZEE RUCCI,14.0,96,HIGH,0.0,0.0,5
2019-12-02,26364,MODA PRAIA,commodity,CLASS,9.0,96,HIGH,0.0,0.0,0
2019-12-02,26372,MODA PRAIA,commodity,CLASS,13.0,96,HIGH,0.0,0.0,0
2019-12-02,29045,UNDERWARE,commodity,FINA ESTAMPA,8.0,108,HIGH,0.0,0.0,5
2019-12-03,34539,LINHA NOITE,seasonal,REISUL,8.0,192,HIGH,0.0,0.0,5
2019-12-04,7376,UNDERWARE,commodity,ZEE RUCCI,12.0,96,HIGH,5.7,547.2,5
2019-12-04,16175,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,0.0,0.0,0
2019-12-05,2,UNDERWARE,commodity,TRIFIL,13.0,96,HIGH,14.51,1392.96,5
2019-12-05,5417,MODA PRAIA,commodity,RIVANNA,9.0,96,HIGH,20.93,2009.28,5
2019-12-06,21078,FITNESS,commodity,FOREVER FITNESS,14.0,96,HIGH,0.0,0.0,0
2019-12-07,26751,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,0.0,0.0,0
2019-12-08,3736,MODA PRAIA,seasonal,RIVANNA,12.0,192,HIGH,18.83,3615.36,0
2019-12-08,14849,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,13.16,1421.28,0
2019-12-08,16129,MODA PRAIA,commodity,RIVANNA,9.0,96,HIGH,20.93,2009.28,0
2019-12-08,19217,UNDERWARE,commodity,ZEE RUCCI,10.0,96,HIGH,10.47,1005.12,5
2019-12-08,21082,FITNESS,commodity,FOREVER FITNESS,11.0,96,HIGH,0.0,0.0,0
2019-12-08,34046,UNDERWARE,commodity,DIVA DONNA,9.0,96,HIGH,0.0,0.0,0
2019-12-09,14469,UNDERWARE,commodity,VI LINGERIE,10.0,96,HIGH,0.0,0.0,5
2019-12-09,15276,UNDERWARE,commodity,ZEE RUCCI,8.0,108,HIGH,0.0,0.0,0
2019-12-10,16056,MODA PRAIA,seasonal,CLASS,8.0,192,HIGH,0.0,0.0,0
2019-12-10,25116,UNDERWARE,commodity,CLASS,9.0,96,HIGH,12.08,1159.68,5
2019-12-11,12771,MODA PRAIA,commodity,CLASS,12.0,96,HIGH,0.0,0.0,5
2019-12-11,25120,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,5.93,640.44,0
2019-12-12,6526,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,1.21,130.68,0
2019-12-12,19270,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,5
2019-12-13,2086,UNDERWARE,commodity,MASH,10.0,96,HIGH,7.88,756.48,5
2019-12-13,20295,UNDERWARE,commodity,JESCRI,10.0,96,HIGH,0.0,0.0,0
2019-12-13,31027,UNDERWARE,commodity,VI LINGERIE,11.0,96,HIGH,0.0,0.0,5
2019-12-15,4940,EROTICA,commodity,PIMENTA QUENTE,11.0,96,HIGH,20.0,1920.0,0
2019-12-15,26895,UNDERWARE,commodity,VI LINGERIE,11.0,96,HIGH,4.22,405.12,5
2019-12-16,15071,UNDERWARE,commodity,FEMINIS,10.0,96,HIGH,0.0,0.0,0
2019-12-16,19267,UNDERWARE,commodity,FEMINIS,9.0,96,HIGH,0.0,0.0,5
2019-12-17,18212,UNDERWARE,commodity,JESCRI,13.0,96,HIGH,0.0,0.0,0
2019-12-19,17986,FITNESS,commodity,FOREVER FITNESS,11.0,96,HIGH,0.0,0.0,0
2019-12-19,21923,MODA PRAIA,commodity,LAMAR,10.0,96,HIGH,0.0,0.0,5
2019-12-20,29977,UNDERWARE,commodity,LUPO,10.0,96,HIGH,5.7,547.2,5
2019-12-21,18211,UNDERWARE,commodity,JESCRI,12.0,96,HIGH,0.0,0.0,0
2019-12-22,4354,MODA PRAIA,commodity,RIVANNA,13.0,96,HIGH,20.93,2009.28,5
2019-12-22,8970,UNDERWARE,commodity,VI LINGERIE,10.0,96,HIGH,19.89,1909.44,5
2019-12-22,9055,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,14.51,1567.08,5
2019-12-22,23070,UNDERWARE,commodity,ZEE RUCCI,13.0,96,HIGH,0.0,0.0,5
2019-12-22,26364,MODA PRAIA,commodity,CLASS,9.0,96,HIGH,0.0,0.0,0
2019-12-23,19290,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,5
2019-12-23,21964,FITNESS,commodity,FOREVER FITNESS,9.0,96,HIGH,0.0,0.0,0
2019-12-23,26761,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,0.0,0.0,0
2019-12-24,26372,MODA PRAIA,commodity,CLASS,13.0,96,HIGH,0.0,0.0,0
2019-12-25,2,UNDERWARE,commodity,TRIFIL,13.0,96,HIGH,14.51,1392.96,5
2019-12-25,7376,UNDERWARE,commodity,ZEE RUCCI,11.0,96,HIGH,5.7,547.2,5
2019-12-25,11295,MODA PRAIA,seasonal,CLASS,8.0,192,HIGH,0.0,0.0,5
2019-12-25,12776,MODA PRAIA,commodity,CLASS,14.0,96,HIGH,0.0,0.0,5
2019-12-25,15448,UNDERWARE,commodity,FEMINIS,9.0,96,HIGH,0.0,0.0,0
2019-12-26,3037,UNDERWARE,commodity,CLASS,8.0,108,HIGH,5.95,642.6,0
2019-12-26,7639,MODA PRAIA,seasonal,RIVANNA,11.0,192,HIGH,0.0,0.0,0
2019-12-26,15068,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,0
2019-12-27,15312,UNDERWARE,commodity,ZEE RUCCI,9.0,96,HIGH,0.0,0.0,5
2019-12-28,2893,UNDERWARE,commodity,CLASS,8.0,108,HIGH,16.43,1774.44,5
2019-12-28,26751,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,0.0,0.0,0
