product_id,category,regime,stock_qty,days_without_sale,suggested_discount,last_sale_date
7472,UNDERWARE,commodity,1,374,30%,2018-11-27
7637,MODA PRAIA,seasonal,7,407,30%,2018-12-10
7638,MODA PRAIA,seasonal,7,676,30%,2018-12-07
7644,MODA PRAIA,commodity,4,564,30%,2018-11-13
7645,MODA PRAIA,commodity,1,727,30%,2018-11-28
7885,UNDERWARE,commodity,7,372,30%,2018-12-07
8126,MODA PRAIA,commodity,33,373,30%,2018-12-06
8128,MODA PRAIA,commodity,7,384,30%,2018-11-17
8130,MODA PRAIA,commodity,6,453,30%,2018-11-14
8150,MODA PRAIA,commodity,3,738,30%,2018-11-17
8152,MODA PRAIA,commodity,6,490,30%,2018-12-08
8158,MODA PRAIA,commodity,4,436,30%,2018-10-30
8261,MODA PRAIA,seasonal,4,393,30%,2018-12-04
8262,MODA PRAIA,seasonal,4,395,30%,2018-12-06
8263,MODA PRAIA,seasonal,3,402,30%,2018-12-11
8284,UNDERWARE,commodity,3,485,30%,2018-12-07
8333,UNDERWARE,commodity,3,416,30%,2018-11-13
8575,ACESSORIOS,commodity,1,484,30%,2018-11-29
8711,ACESSORIOS,commodity,1,430,30%,2018-10-29
8746,UNDERWARE,commodity,2,397,30%,2018-11-03
8751,UNDERWARE,commodity,3,364,30%,2018-12-08
8755,UNDERWARE,commodity,1,372,30%,2018-11-26
8761,UNDERWARE,commodity,7,429,30%,2018-12-12
8769,UNDERWARE,commodity,2,658,30%,2018-11-03
8773,UNDERWARE,commodity,2,603,30%,2018-12-07
8783,UNDERWARE,commodity,1,406,30%,2018-12-07
8786,UNDERWARE,commodity,1,544,30%,2018-12-07
8809,UNDERWARE,commodity,2,424,30%,2018-12-07
8811,UNDERWARE,commodity,3,522,30%,2018-12-08
8814,UNDERWARE,commodity,3,500,30%,2018-11-22
8869,UNDERWARE,commodity,1,496,30%,2018-12-01
8878,UNDERWARE,commodity,3,429,30%,2018-11-07
8879,UNDERWARE,commodity,1,453,30%,2018-12-07
8906,UNDERWARE,commodity,2,400,30%,2018-12-01
8952,UNDERWARE,commodity,1,718,30%,2018-12-07
8968,UNDERWARE,commodity,1,580,30%,2018-10-24
9056,UNDERWARE,commodity,2,471,30%,2018-11-17
9730,UNDERWARE,commodity,7,689,30%,2018-12-08
9749,UNDERWARE,commodity,1,491,30%,2018-12-01
9881,MODA PRAIA,commodity,9,571,30%,2018-11-07
9882,MODA PRAIA,commodity,5,398,30%,2018-12-06
10088,UNDERWARE,commodity,2,502,30%,2018-11-03
10092,UNDERWARE,commodity,5,567,30%,2018-12-11
10094,UNDERWARE,commodity,2,421,30%,2018-12-06
10109,UNDERWARE,commodity,2,624,30%,2018-12-07
10130,UNDERWARE,commodity,4,422,30%,2018-11-26
10133,UNDERWARE,commodity,2,371,30%,2018-12-01
10177,EROTICA,commodity,1,595,30%,2018-11-03
10181,EROTICA,commodity,2,454,30%,2018-11-22
10185,EROTICA,commodity,3,550,30%,2018-11-06
10187,EROTICA,commodity,3,419,30%,2018-11-06
10191,EROTICA,commodity,4,417,30%,2018-11-08
10389,UNDERWARE,commodity,2,477,30%,2018-12-06
10431,UNDERWARE,commodity,1,500,30%,2018-11-30
10448,UNDERWARE,commodity,2,450,30%,2018-10-30
10449,UNDERWARE,commodity,4,466,30%,2018-11-17
10456,UNDERWARE,commodity,1,695,30%,2018-10-23
10458,UNDERWARE,commodity,1,445,30%,2018-10-20
10512,UNDERWARE,commodity,3,573,30%,2018-10-26
10609,UNDERWARE,commodity,1,532,30%,2018-11-30
10610,UNDERWARE,commodity,1,421,30%,2018-11-01
11072,UNDERWARE,commodity,1,478,30%,2018-11-26
11074,UNDERWARE,commodity,3,407,30%,2018-11-29
11075,UNDERWARE,commodity,1,393,30%,2018-11-06
11077,UNDERWARE,commodity,2,475,30%,2018-12-10
11265,MODA PRAIA,commodity,2,544,30%,2018-12-12
11267,MODA PRAIA,commodity,1,417,30%,2018-11-28
11270,MODA PRAIA,seasonal,1,548,30%,2018-11-30
11271,MODA PRAIA,seasonal,1,468,30%,2018-11-13
11272,MODA PRAIA,seasonal,4,468,30%,2018-11-08
11295,MODA PRAIA,seasonal,9,419,30%,2018-10-31
11296,MODA PRAIA,seasonal,53,386,30%,2018-11-22
11310,MODA PRAIA,seasonal,6,420,30%,2018-12-06
11312,UNDERWARE,commodity,1,492,30%,2018-11-16
11313,MODA PRAIA,seasonal,7,403,30%,2018-12-06
11336,UNDERWARE,commodity,2,417,30%,2018-12-01
11456,MODA PRAIA,commodity,1,589,30%,2018-11-14
11550,UNDERWARE,commodity,1,368,30%,2018-12-01
11637,MODA PRAIA,seasonal,2,543,30%,2018-12-07
11638,MODA PRAIA,seasonal,2,519,30%,2018-12-04
11642,MODA PRAIA,commodity,7,358,30%,2018-12-10
11644,MODA PRAIA,commodity,14,392,30%,2018-12-07
11645,MODA PRAIA,commodity,6,425,30%,2018-11-30
11646,MODA PRAIA,commodity,9,386,30%,2018-12-07
11778,UNDERWARE,commodity,1,475,30%,2018-11-16
11782,UNDERWARE,commodity,1,394,30%,2018-11-03
11799,UNDERWARE,commodity,1,497,30%,2018-12-11
11801,UNDERWARE,commodity,2,617,30%,2018-10-30
11803,UNDERWARE,commodity,2,449,30%,2018-10-20
11804,UNDERWARE,commodity,1,373,30%,2018-11-23
11855,MODA PRAIA,commodity,3,501,30%,2018-12-07
11856,MODA PRAIA,commodity,2,437,30%,2018-11-10
12152,UNDERWARE,commodity,1,476,30%,2018-11-03
12314,MODA PRAIA,commodity,1,595,30%,2018-11-05
12329,MODA PRAIA,seasonal,3,399,30%,2018-11-24
12339,UNDERWARE,commodity,1,453,30%,2018-11-16
12568,UNDERWARE,commodity,2,629,30%,2018-11-22
12707,MODA PRAIA,seasonal,1,561,30%,2018-12-07
12708,MODA PRAIA,seasonal,3,381,30%,2018-12-10
12734,MODA PRAIA,commodity,1,448,30%,2018-11-17
12735,MODA PRAIA,commodity,2,428,30%,2018-11-14
12746,MODA PRAIA,commodity,5,457,30%,2018-12-12
12747,MODA PRAIA,commodity,49,383,30%,2018-12-10
12748,MODA PRAIA,commodity,6,604,30%,2018-11-17
12749,MODA PRAIA,commodity,4,424,30%,2018-11-16
12756,MODA PRAIA,commodity,2,426,30%,2018-11-16
12760,MODA PRAIA,commodity,3,402,30%,2018-11-29
12761,MODA PRAIA,commodity,31,372,30%,2018-11-24
12765,MODA PRAIA,commodity,4,423,30%,2018-12-06
12766,MODA PRAIA,commodity,10,406,30%,2018-12-06
12769,MODA PRAIA,commodity,1,418,30%,2018-11-13
12770,MODA PRAIA,commodity,5,593,30%,2018-11-24
12771,MODA PRAIA,commodity,13,363,30%,2018-12-12
12774,MODA PRAIA,commodity,1,672,30%,2018-11-14
12775,MODA PRAIA,commodity,4,588,30%,2018-12-07
12776,MODA PRAIA,commodity,15,405,30%,2018-11-14
12779,MODA PRAIA,commodity,1,417,30%,2018-11-08
12786,MODA PRAIA,commodity,12,405,30%,2018-11-24
12789,MODA PRAIA,commodity,3,375,30%,2018-12-05
12792,MODA PRAIA,commodity,3,360,30%,2018-12-11
12950,UNDERWARE,commodity,1,517,30%,2018-12-01
13070,MODA PRAIA,seasonal,1,369,30%,2018-12-04
13072,MODA PRAIA,seasonal,2,683,30%,2018-11-20
13136,UNDERWARE,commodity,7,385,30%,2018-11-29
13142,UNDERWARE,commodity,4,440,30%,2018-11-12
13148,UNDERWARE,commodity,7,413,30%,2018-11-14
13157,UNDERWARE,commodity,1,423,30%,2018-11-17
13158,UNDERWARE,commodity,2,444,30%,2018-11-27
13160,UNDERWARE,commodity,11,453,30%,2018-11-28
13162,UNDERWARE,commodity,1,481,30%,2018-10-23
13221,MODA PRAIA,seasonal,3,576,30%,2018-11-16
13274,MODA PRAIA,seasonal,3,358,30%,2018-12-08
13877,MODA PRAIA,seasonal,1,405,30%,2018-11-03
13897,MODA PRAIA,seasonal,1,493,30%,2018-11-13
13898,MODA PRAIA,seasonal,1,481,30%,2018-11-30
13952,MODA PRAIA,commodity,2,444,30%,2018-11-10
13953,MODA PRAIA,commodity,1,414,30%,2018-11-23
13960,UNDERWARE,commodity,1,421,30%,2018-12-01
13964,UNDERWARE,commodity,1,521,30%,2018-11-17
13966,UNDERWARE,commodity,1,399,30%,2018-11-06
13972,MODA PRAIA,seasonal,2,427,30%,2018-10-30
13973,MODA PRAIA,seasonal,2,370,30%,2018-12-06
13974,MODA PRAIA,seasonal,1,522,30%,2018-12-07
13975,MODA PRAIA,seasonal,2,458,30%,2018-12-08
13976,MODA PRAIA,commodity,1,391,30%,2018-11-12
13977,MODA PRAIA,commodity,1,433,30%,2018-12-06
13985,MODA PRAIA,commodity,5,475,30%,2018-11-24
13986,MODA PRAIA,commodity,6,373,30%,2018-12-09
13987,MODA PRAIA,commodity,7,410,30%,2018-12-07
13988,MODA PRAIA,commodity,4,453,30%,2018-12-12
14165,EROTICA,commodity,1,394,30%,2018-12-08
14342,UNDERWARE,commodity,3,544,30%,2018-11-26
14346,UNDERWARE,commodity,1,422,30%,2018-12-04
14453,UNDERWARE,commodity,1,430,30%,2018-11-21
14454,UNDERWARE,commodity,1,406,30%,2018-11-14
14456,UNDERWARE,commodity,2,424,30%,2018-12-10
14457,UNDERWARE,commodity,1,413,30%,2018-11-10
14458,UNDERWARE,commodity,1,652,30%,2018-12-07
14461,UNDERWARE,commodity,1,568,30%,2018-11-17
14462,UNDERWARE,commodity,1,537,30%,2018-11-17
14468,UNDERWARE,commodity,13,565,30%,2018-11-03
14524,UNDERWARE,commodity,2,358,30%,2018-12-08
14525,UNDERWARE,commodity,1,470,30%,2018-12-01
14615,UNDERWARE,commodity,3,372,30%,2018-12-02
14616,UNDERWARE,commodity,15,484,30%,2018-10-30
14624,UNDERWARE,commodity,3,399,30%,2018-12-01
14644,UNDERWARE,commodity,3,409,30%,2018-10-20
14645,UNDERWARE,commodity,2,487,30%,2018-11-21
14651,UNDERWARE,commodity,3,387,30%,2018-12-12
14668,UNDERWARE,commodity,1,723,30%,2018-10-20
14799,LINHA NOITE,commodity,1,450,30%,2018-11-30
14807,LINHA NOITE,commodity,1,489,30%,2018-12-10
14816,UNDERWARE,commodity,2,587,30%,2018-12-07
14817,UNDERWARE,commodity,2,600,30%,2018-12-11
14819,UNDERWARE,commodity,1,733,30%,2018-11-22
14820,UNDERWARE,commodity,3,569,30%,2018-12-07
14822,UNDERWARE,commodity,2,465,30%,2018-12-07
14824,UNDERWARE,commodity,1,499,30%,2018-12-01
14830,UNDERWARE,commodity,1,443,30%,2018-12-11
14833,UNDERWARE,commodity,1,511,30%,2018-12-11
14839,UNDERWARE,commodity,1,550,30%,2018-11-22
14840,UNDERWARE,commodity,1,434,30%,2018-12-08
14841,MODA PRAIA,commodity,2,437,30%,2018-11-16
14842,MODA PRAIA,commodity,1,631,30%,2018-12-08
14850,MODA PRAIA,commodity,8,361,30%,2018-12-11
14894,VESTUARIO,fashion,1,508,30%,2018-11-10
15189,MODA PRAIA,seasonal,2,389,30%,2018-12-10
15191,MODA PRAIA,commodity,1,400,30%,2018-12-08
15194,MODA PRAIA,commodity,10,414,30%,2018-11-16
15195,MODA PRAIA,commodity,1,502,30%,2018-12-12
15198,MODA PRAIA,commodity,2,448,30%,2018-12-06
15210,VESTUARIO,fashion,1,495,30%,2018-12-10
15232,VESTUARIO,fashion,2,418,30%,2018-12-07
15456,UNDERWARE,commodity,1,415,30%,2018-12-01
15457,UNDERWARE,commodity,1,400,30%,2018-11-21
15475,VESTUARIO,fashion,1,709,30%,2018-10-31
15494,VESTUARIO,fashion,1,432,30%,2018-10-26
15495,VESTUARIO,fashion,1,439,30%,2018-11-07
15498,VESTUARIO,fashion,1,485,30%,2018-11-01
15506,VESTUARIO,fashion,1,460,30%,2018-11-01
15779,VESTUARIO,fashion,1,529,30%,2018-11-10
15966,UNDERWARE,commodity,1,386,30%,2018-11-27
15973,UNDERWARE,commodity,1,449,30%,2018-10-25
15974,UNDERWARE,commodity,3,357,30%,2018-12-12
15978,UNDERWARE,commodity,1,530,30%,2018-11-08
16023,MODA PRAIA,commodity,6,482,30%,2018-12-07
16024,MODA PRAIA,commodity,5,564,30%,2018-12-06
16030,MODA PRAIA,seasonal,4,535,30%,2018-12-07
16031,MODA PRAIA,seasonal,1,400,30%,2018-12-01
16032,MODA PRAIA,seasonal,2,397,30%,2018-12-12
16042,MODA PRAIA,seasonal,1,434,30%,2018-11-24
16043,MODA PRAIA,seasonal,1,489,30%,2018-12-01
16108,MODA PRAIA,commodity,1,467,30%,2018-11-09
16111,MODA PRAIA,commodity,1,427,30%,2018-10-22
16228,VESTUARIO,fashion,1,411,30%,2018-10-26
16237,VESTUARIO,fashion,1,748,30%,2018-11-07
16240,VESTUARIO,fashion,1,728,30%,2018-10-26
16246,LINHA NOITE,commodity,1,631,30%,2018-11-14
16289,UNDERWARE,commodity,1,584,30%,2018-11-08
16295,UNDERWARE,commodity,1,480,30%,2018-12-11
16301,UNDERWARE,commodity,1,443,30%,2018-11-17
16302,UNDERWARE,commodity,1,566,30%,2018-11-07
16307,UNDERWARE,commodity,1,398,30%,2018-11-08
16308,UNDERWARE,commodity,1,460,30%,2018-11-27
16315,UNDERWARE,commodity,1,664,30%,2018-12-01
16436,UNDERWARE,commodity,1,439,30%,2018-10-31
16437,UNDERWARE,commodity,1,529,30%,2018-12-07
16440,UNDERWARE,commodity,1,457,30%,2018-11-10
16546,VESTUARIO,fashion,1,375,30%,2018-12-05
16550,VESTUARIO,fashion,1,405,30%,2018-11-27
16553,VESTUARIO,fashion,1,422,30%,2018-11-14
16574,UNDERWARE,commodity,1,388,30%,2018-12-08
16575,UNDERWARE,commodity,1,455,30%,2018-11-29
16576,UNDERWARE,commodity,2,529,30%,2018-11-24
16592,UNDERWARE,commodity,1,371,30%,2018-12-01
16593,UNDERWARE,commodity,2,583,30%,2018-11-22
16625,VESTUARIO,fashion,1,585,30%,2018-12-12
16626,VESTUARIO,fashion,1,390,30%,2018-12-11
16631,MODA PRAIA,seasonal,2,354,30%,2018-12-12
16633,MODA PRAIA,seasonal,1,384,30%,2018-12-06
16634,MODA PRAIA,seasonal,1,415,30%,2018-12-09
16635,MODA PRAIA,seasonal,1,441,30%,2018-11-16
16636,MODA PRAIA,seasonal,2,572,30%,2018-12-10
16637,MODA PRAIA,seasonal,2,442,30%,2018-12-11
16641,UNDERWARE,commodity,1,622,30%,2018-12-06
16802,UNDERWARE,commodity,1,475,30%,2018-12-06
16804,UNDERWARE,commodity,1,522,30%,2018-12-05
16813,UNDERWARE,commodity,1,436,30%,2018-12-06
16838,VESTUARIO,fashion,1,430,30%,2018-12-04
16877,VESTUARIO,fashion,1,377,30%,2018-11-23
16896,VESTUARIO,fashion,1,379,30%,2018-12-01
16904,VESTUARIO,fashion,1,434,30%,2018-12-10
16919,VESTUARIO,fashion,1,602,30%,2018-12-10
16938,VESTUARIO,fashion,1,409,30%,2018-12-10
16987,MODA PRAIA,commodity,2,362,30%,2018-12-12
16989,MODA PRAIA,commodity,1,534,30%,2018-12-10
16995,MODA PRAIA,commodity,3,438,30%,2018-12-04
17001,MODA PRAIA,commodity,1,416,30%,2018-11-24
17003,MODA PRAIA,commodity,1,611,30%,2018-11-16
17007,MODA PRAIA,commodity,3,423,30%,2018-11-06
17009,MODA PRAIA,commodity,1,502,30%,2018-12-11
17010,MODA PRAIA,commodity,1,523,30%,2018-11-08
17011,MODA PRAIA,commodity,1,359,30%,2018-12-12
17018,MODA PRAIA,commodity,2,588,30%,2018-11-27
17019,MODA PRAIA,commodity,3,404,30%,2018-12-06
17020,MODA PRAIA,commodity,6,410,30%,2018-12-08
17022,MODA PRAIA,commodity,2,505,30%,2018-11-29
17024,MODA PRAIA,commodity,6,614,30%,2018-11-08
17025,MODA PRAIA,commodity,1,448,30%,2018-10-20
17026,MODA PRAIA,commodity,24,393,30%,2018-11-08
17027,MODA PRAIA,commodity,4,445,30%,2018-11-07
17031,UNDERWARE,commodity,1,430,30%,2018-12-04
17032,MODA PRAIA,commodity,1,517,30%,2018-11-03
17034,MODA PRAIA,commodity,1,382,30%,2018-11-22
17035,MODA PRAIA,commodity,1,459,30%,2018-10-24
17037,MODA PRAIA,commodity,1,411,30%,2018-12-05
17155,UNDERWARE,commodity,1,442,30%,2018-12-08
17156,UNDERWARE,commodity,1,506,30%,2018-11-01
17157,UNDERWARE,commodity,1,508,30%,2018-12-10
17160,UNDERWARE,commodity,1,409,30%,2018-10-27
17161,UNDERWARE,commodity,1,557,30%,2018-11-07
17218,VESTUARIO,fashion,2,613,30%,2018-11-30
17276,VESTUARIO,fashion,1,411,30%,2018-11-09
17556,VESTUARIO,fashion,1,475,30%,2018-11-03
17561,VESTUARIO,fashion,2,413,30%,2018-10-31
17665,VESTUARIO,fashion,1,505,30%,2018-10-30
18044,LINHA NOITE,commodity,1,480,30%,2018-11-26
18046,MODA PRAIA,seasonal,4,464,30%,2018-11-08
18047,MODA PRAIA,seasonal,5,399,30%,2018-12-06
18048,MODA PRAIA,seasonal,1,389,30%,2018-11-16
18051,MODA PRAIA,seasonal,4,405,30%,2018-10-27
18056,MODA PRAIA,commodity,1,476,30%,2018-12-06
18057,MODA PRAIA,commodity,2,394,30%,2018-11-16
18058,MODA PRAIA,commodity,1,371,30%,2018-11-29
18059,MODA PRAIA,commodity,2,482,30%,2018-12-05
18063,MODA PRAIA,commodity,1,456,30%,2018-10-22
18064,MODA PRAIA,commodity,1,552,30%,2018-11-22
18069,UNDERWARE,commodity,1,554,30%,2018-10-20
18071,UNDERWARE,commodity,1,761,30%,2018-10-25
18072,UNDERWARE,commodity,1,417,30%,2018-10-27
18137,VESTUARIO,fashion,1,409,30%,2018-12-02
18155,MODA PRAIA,commodity,4,504,30%,2018-12-07
18161,MODA PRAIA,commodity,1,527,30%,2018-11-16
18166,MODA PRAIA,commodity,6,378,30%,2018-12-01
18167,MODA PRAIA,commodity,4,471,30%,2018-12-07
18355,MODA PRAIA,seasonal,1,421,30%,2018-11-17
18359,MODA PRAIA,seasonal,1,398,30%,2018-11-26
18364,MODA PRAIA,commodity,1,362,30%,2018-12-05
18369,MODA PRAIA,commodity,1,417,30%,2018-11-22
18373,MODA PRAIA,commodity,1,668,30%,2018-11-21
18413,VESTUARIO,fashion,1,408,30%,2018-12-02
18431,VESTUARIO,fashion,1,515,30%,2018-11-22
18433,VESTUARIO,fashion,1,550,30%,2018-12-12
18451,UNDERWARE,commodity,1,373,30%,2018-12-06
18452,UNDERWARE,commodity,3,389,30%,2018-11-26
18453,UNDERWARE,commodity,3,368,30%,2018-12-10
18474,UNDERWARE,commodity,1,363,30%,2018-12-04
18480,UNDERWARE,commodity,1,528,30%,2018-11-30
18481,UNDERWARE,commodity,1,375,30%,2018-12-07
18482,UNDERWARE,commodity,1,556,30%,2018-12-07
18483,UNDERWARE,commodity,2,370,30%,2018-12-08
18485,UNDERWARE,commodity,1,369,30%,2018-12-06
18682,MODA PRAIA,seasonal,1,449,30%,2018-11-08
18689,MODA PRAIA,seasonal,1,514,30%,2018-12-10
18692,MODA PRAIA,seasonal,1,526,30%,2018-11-07
18694,MODA PRAIA,seasonal,1,383,30%,2018-11-29
18763,VESTUARIO,fashion,1,533,30%,2018-11-21
18764,UNDERWARE,commodity,1,421,30%,2018-10-25
18766,UNDERWARE,commodity,1,465,30%,2018-10-30
18775,UNDERWARE,commodity,1,494,30%,2018-11-30
19031,MODA PRAIA,commodity,1,396,30%,2018-11-03
19032,MODA PRAIA,commodity,1,360,30%,2018-12-06
19033,MODA PRAIA,commodity,1,387,30%,2018-11-30
19034,MODA PRAIA,commodity,1,405,30%,2018-11-16
19038,MODA PRAIA,commodity,1,717,30%,2018-11-17
19041,MODA PRAIA,commodity,1,597,30%,2018-10-25
19043,MODA PRAIA,commodity,1,507,30%,2018-11-13
