alert_date,product_id,category,regime,supplier,coverage_days,quantity,urgency,unit_cost,total_cost,substitutes_count
2020-09-13,22951,UNDERWARE,commodity,FEMINIS,30.0,84,MEDIUM,0.0,0.0,5
2020-09-27,32206,UNDERWARE,commodity,TETRA LINGERIE,30.0,84,MEDIUM,0.0,0.0,5
2020-11-07,17994,FITNESS,commodity,FOREVER FITNESS,30.0,84,MEDIUM,0.0,0.0,5
2020-11-08,16283,UNDERWARE,commodity,TRIFIL,30.0,84,MEDIUM,0.0,0.0,5
2019-12-03,33945,MODA PRAIA,seasonal,HERMES BALI,39.0,216,LOW,0.0,0.0,0
2019-12-14,11296,MODA PRAIA,seasonal,CLASS,52.0,204,LOW,0.0,0.0,5
2020-01-03,17974,MODA PRAIA,seasonal,RIVANNA,39.0,216,LOW,0.0,0.0,0
2020-02-14,6545,LINHA NOITE,seasonal,LU MODAS,60.0,204,LOW,19.8,4039.2,5
2019-12-01,9055,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,14.51,1567.08,5
2019-12-01,15068,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,0
2019-12-02,824,UNDERWARE,commodity,ESBELT,9.0,108,HIGH,36.5,3942.0,5
2019-12-02,23070,UNDERWARE,commodity,ZEE RUCCI,14.0,96,HIGH,0.0,0.0,5
2019-12-02,26364,MODA PRAIA,commodity,CLASS,9.0,108,HIGH,0.0,0.0,0
2019-12-02,26372,MODA PRAIA,commodity,CLASS,13.0,108,HIGH,0.0,0.0,0
2019-12-02,29045,UNDERWARE,commodity,FINA ESTAMPA,8.0,108,HIGH,0.0,0.0,5
2019-12-03,34539,LINHA NOITE,seasonal,REISUL,8.0,252,HIGH,0.0,0.0,5
2019-12-04,7376,UNDERWARE,commodity,ZEE RUCCI,12.0,108,HIGH,5.7,615.6,5
2019-12-04,16175,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,0.0,0.0,0
2019-12-05,2,UNDERWARE,commodity,TRIFIL,13.0,108,HIGH,14.51,1567.08,5
2019-12-05,5417,MODA PRAIA,commodity,RIVANNA,9.0,108,HIGH,20.93,2260.44,5
2019-12-06,21078,FITNESS,commodity,FOREVER FITNESS,14.0,96,HIGH,0.0,0.0,0
2019-12-07,26751,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,0.0,0.0,0
2019-12-08,3736,MODA PRAIA,seasonal,RIVANNA,12.0,252,HIGH,18.83,4745.16,0
2019-12-08,14849,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,13.16,1421.28,0
2019-12-08,16129,MODA PRAIA,commodity,RIVANNA,9.0,108,HIGH,20.93,2260.44,0
2019-12-08,19217,UNDERWARE,commodity,ZEE RUCCI,10.0,108,HIGH,10.47,1130.76,5
2019-12-08,21082,FITNESS,commodity,FOREVER FITNESS,11.0,108,HIGH,0.0,0.0,0
2019-12-08,34046,UNDERWARE,commodity,DIVA DONNA,9.0,108,HIGH,0.0,0.0,0
2019-12-09,14469,UNDERWARE,commodity,VI LINGERIE,10.0,108,HIGH,0.0,0.0,5
2019-12-09,15276,UNDERWARE,commodity,ZEE RUCCI,8.0,108,HIGH,0.0,0.0,0
2019-12-10,16056,MODA PRAIA,seasonal,CLASS,8.0,252,HIGH,0.0,0.0,0
2019-12-10,25116,UNDERWARE,commodity,CLASS,9.0,108,HIGH,12.08,1304.64,5
2019-12-11,12771,MODA PRAIA,commodity,CLASS,12.0,108,HIGH,0.0,0.0,5
2019-12-11,25120,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,5.93,640.44,0
2019-12-12,6526,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,1.21,130.68,0
2019-12-12,19270,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,5
2019-12-13,2086,UNDERWARE,commodity,MASH,10.0,108,HIGH,7.88,851.04,5
2019-12-13,20295,UNDERWARE,commodity,JESCRI,10.0,108,HIGH,0.0,0.0,0
2019-12-13,31027,UNDERWARE,commodity,VI LINGERIE,11.0,108,HIGH,0.0,0.0,5
2019-12-15,4940,EROTICA,commodity,PIMENTA QUENTE,11.0,108,HIGH,20.0,2160.0,0
2019-12-15,26895,UNDERWARE,commodity,VI LINGERIE,11.0,108,HIGH,4.22,455.76,5
2019-12-16,15071,UNDERWARE,commodity,FEMINIS,10.0,108,HIGH,0.0,0.0,0
2019-12-16,19267,UNDERWARE,commodity,FEMINIS,9.0,108,HIGH,0.0,0.0,5
2019-12-17,18212,UNDERWARE,commodity,JESCRI,13.0,108,HIGH,0.0,0.0,0
2019-12-19,17986,FITNESS,commodity,FOREVER FITNESS,11.0,108,HIGH,0.0,0.0,0
2019-12-19,21923,MODA PRAIA,commodity,LAMAR,10.0,108,HIGH,0.0,0.0,5
2019-12-20,29977,UNDERWARE,commodity,LUPO,10.0,108,HIGH,5.7,615.6,5
2019-12-21,18211,UNDERWARE,commodity,JESCRI,12.0,108,HIGH,0.0,0.0,0
2019-12-22,4354,MODA PRAIA,commodity,RIVANNA,13.0,108,HIGH,20.93,2260.44,5
2019-12-22,8970,UNDERWARE,commodity,VI LINGERIE,10.0,108,HIGH,19.89,2148.12,5
2019-12-23,19290,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,5
2019-12-23,21964,FITNESS,commodity,FOREVER FITNESS,9.0,108,HIGH,0.0,0.0,0
2019-12-23,26761,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,0.0,0.0,0
2019-12-25,11295,MODA PRAIA,seasonal,CLASS,8.0,252,HIGH,0.0,0.0,5
2019-12-25,12776,MODA PRAIA,commodity,CLASS,14.0,96,HIGH,0.0,0.0,5
2019-12-25,15448,UNDERWARE,commodity,FEMINIS,9.0,108,HIGH,0.0,0.0,0
2019-12-26,3037,UNDERWARE,commodity,CLASS,8.0,108,HIGH,5.95,642.6,0
2019-12-26,7639,MODA PRAIA,seasonal,RIVANNA,11.0,252,HIGH,0.0,0.0,0
2019-12-27,15312,UNDERWARE,commodity,ZEE RUCCI,9.0,108,HIGH,0.0,0.0,5
2019-12-28,2893,UNDERWARE,commodity,CLASS,8.0,108,HIGH,16.43,1774.44,5
2019-12-29,11646,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,0.0,0.0,5
2019-12-29,26766,MODA PRAIA,commodity,CLASS,11.0,108,HIGH,0.0,0.0,0
2019-12-29,29040,UNDERWARE,commodity,FINA ESTAMPA,8.0,108,HIGH,0.0,0.0,5
2019-12-29,35168,MODA PRAIA,seasonal,CLASS,11.0,252,HIGH,0.0,0.0,0
2019-12-31,31191,MODA PRAIA,commodity,LAMAR,8.0,108,HIGH,0.0,0.0,0
2020-01-01,255,EROTICA,commodity,EROSS AFRODITE,11.0,108,HIGH,6.79,733.32,0
2020-01-01,14472,UNDERWARE,commodity,VI LINGERIE,13.0,108,HIGH,0.0,0.0,5
2020-01-01,29053,UNDERWARE,commodity,FINA ESTAMPA,13.0,108,HIGH,0.0,0.0,5
2020-01-03,16130,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,20.93,2260.44,0
2020-01-03,26374,MODA PRAIA,commodity,CLASS,13.0,108,HIGH,0.0,0.0,0
2020-01-04,11644,MODA PRAIA,commodity,RIVANNA,13.0,108,HIGH,0.0,0.0,5
2020-01-04,12786,MODA PRAIA,commodity,CLASS,11.0,108,HIGH,0.0,0.0,5
2020-01-04,16117,MODA PRAIA,commodity,RIVANNA,11.0,108,HIGH,0.0,0.0,0
2020-01-04,34534,LINHA NOITE,seasonal,REISUL,10.0,252,HIGH,0.0,0.0,5
2020-01-05,3211,UNDERWARE,commodity,CLASS,9.0,108,HIGH,13.14,1419.12,5
2020-01-05,15194,MODA PRAIA,commodity,CLASS,9.0,108,HIGH,0.0,0.0,5
2020-01-06,15308,UNDERWARE,commodity,ZEE RUCCI,10.0,108,HIGH,0.0,0.0,5
2020-01-07,28849,UNDERWARE,commodity,DEMILLUS,14.0,96,HIGH,0.0,0.0,0
2020-01-07,34538,LINHA NOITE,seasonal,REISUL,10.0,252,HIGH,0.0,0.0,5
2020-01-08,1581,UNDERWARE,commodity,DIVA DONNA,10.0,108,HIGH,3.45,372.6,5
2020-01-09,11605,MODA PRAIA,seasonal,RIVANNA,11.0,252,HIGH,0.0,0.0,0
2020-01-09,19281,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,5
2020-01-10,542,UNDERWARE,commodity,TRIFIL,13.0,108,HIGH,14.51,1567.08,5
2020-01-11,1584,UNDERWARE,commodity,DIVA DONNA,9.0,108,HIGH,3.45,372.6,5
2020-01-11,33040,UNDERWARE,commodity,DEMILLUS,13.0,108,HIGH,0.0,0.0,0
2020-01-14,29051,UNDERWARE,commodity,FINA ESTAMPA,11.0,108,HIGH,0.0,0.0,5
2020-01-15,15452,UNDERWARE,commodity,FEMINIS,9.0,108,HIGH,0.0,0.0,0
2020-01-16,2757,EROTICA,commodity,PIMENTA QUENTE,8.0,108,HIGH,0.0,0.0,0
2020-01-16,24799,UNDERWARE,commodity,CLASS,10.0,108,HIGH,0.0,0.0,5
2020-01-17,12766,MODA PRAIA,commodity,CLASS,9.0,108,HIGH,0.0,0.0,5
2020-01-19,15250,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,20.6,2224.8,0
2020-01-22,2087,UNDERWARE,commodity,MASH,9.0,108,HIGH,7.88,851.04,5
2020-01-25,34527,LINHA NOITE,seasonal,REISUL,11.0,252,HIGH,0.0,0.0,5
2020-01-26,2758,EROTICA,commodity,PIMENTA QUENTE,11.0,108,HIGH,0.0,0.0,0
2020-01-26,16118,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,0.0,0.0,0
2020-01-26,16980,UNDERWARE,commodity,EMOCIONE,8.0,108,HIGH,0.0,0.0,0
2020-01-26,29054,UNDERWARE,commodity,FINA ESTAMPA,8.0,108,HIGH,0.0,0.0,5
2020-01-28,15553,MODA PRAIA,commodity,CLASS,12.0,108,HIGH,0.0,0.0,0
2020-01-28,34530,LINHA NOITE,seasonal,REISUL,10.0,252,HIGH,0.0,0.0,5
2020-01-29,2264,UNDERWARE,commodity,MASH,10.0,108,HIGH,7.88,851.04,5
2020-01-29,19293,UNDERWARE,commodity,FEMINIS,14.0,96,HIGH,0.0,0.0,5
2020-01-30,21076,FITNESS,commodity,FOREVER FITNESS,11.0,108,HIGH,0.0,0.0,0
2020-01-30,35165,MODA PRAIA,seasonal,CLASS,10.0,252,HIGH,0.0,0.0,0
2020-01-31,28722,UNDERWARE,commodity,MASH,10.0,108,HIGH,11.86,1280.88,3
2020-01-31,31164,MODA PRAIA,commodity,LAMAR,8.0,108,HIGH,0.0,0.0,0
2020-02-02,14613,UNDERWARE,commodity,VI LINGERIE,9.0,108,HIGH,0.0,0.0,0
2020-02-02,23091,UNDERWARE,commodity,VI LINGERIE,8.0,108,HIGH,0.0,0.0,5
2020-02-03,34531,LINHA NOITE,seasonal,REISUL,9.0,252,HIGH,0.0,0.0,5
2020-02-03,34543,LINHA NOITE,seasonal,REISUL,11.0,252,HIGH,0.0,0.0,5
2020-02-05,13140,UNDERWARE,commodity,VI LINGERIE,13.0,108,HIGH,12.9,1393.2,5
2020-02-05,34526,LINHA NOITE,seasonal,REISUL,8.0,252,HIGH,0.0,0.0,5
2020-02-06,30245,UNDERWARE,commodity,EROSS AFRODITE,8.0,108,HIGH,4.93,532.44,0
2020-02-08,28064,UNDERWARE,commodity,FINA ESTAMPA,8.0,108,HIGH,0.0,0.0,5
2020-02-09,3006,UNDERWARE,commodity,CLASS,10.0,108,HIGH,5.95,642.6,5
2020-02-10,26765,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,0.0,0.0,0
2020-02-12,6669,UNDERWARE,commodity,CLASS,8.0,108,HIGH,0.0,0.0,5
2020-02-12,29028,UNDERWARE,commodity,FINA ESTAMPA,12.0,108,HIGH,0.0,0.0,5
2020-02-13,29030,UNDERWARE,commodity,FINA ESTAMPA,13.0,108,HIGH,0.0,0.0,5
2020-02-14,26203,UNDERWARE,commodity,TRIFIL,8.0,108,HIGH,8.4,907.2,3
2020-02-14,31193,MODA PRAIA,commodity,LAMAR,8.0,108,HIGH,0.0,0.0,0
2020-02-15,4352,MODA PRAIA,commodity,RIVANNA,9.0,108,HIGH,20.93,2260.44,0
2020-02-15,16174,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,0.0,0.0,0
2020-02-16,29041,UNDERWARE,commodity,FINA ESTAMPA,9.0,108,HIGH,0.0,0.0,5
2020-02-16,34535,LINHA NOITE,seasonal,REISUL,9.0,252,HIGH,0.0,0.0,5
2020-02-17,660,UNDERWARE,commodity,CLASS,10.0,108,HIGH,0.0,0.0,5
2020-02-19,15248,MODA PRAIA,commodity,CLASS,9.0,108,HIGH,20.6,2224.8,0
2020-02-25,13160,UNDERWARE,commodity,TRIFIL,10.0,108,HIGH,13.87,1497.96,5
2020-02-26,9729,UNDERWARE,commodity,CLASS,12.0,108,HIGH,0.0,0.0,0
2020-02-27,14616,UNDERWARE,commodity,VI LINGERIE,14.0,96,HIGH,0.0,0.0,5
2020-02-29,1559,UNDERWARE,commodity,DIVA DONNA,12.0,108,HIGH,3.45,372.6,0
2020-02-29,15447,UNDERWARE,commodity,FEMINIS,13.0,108,HIGH,0.0,0.0,0
2020-03-01,35210,UNDERWARE,commodity,SALDOS,12.0,108,HIGH,0.0,0.0,0
2020-03-02,887,UNDERWARE,commodity,MASH,11.0,108,HIGH,7.88,851.04,5
2020-03-05,26980,MODA PRAIA,commodity,RIVANNA,8.0,108,HIGH,20.93,2260.44,0
2020-03-06,34547,LINHA NOITE,seasonal,REISUL,11.0,252,HIGH,0.0,0.0,0
2020-03-07,2267,UNDERWARE,commodity,MASH,10.0,108,HIGH,7.88,851.04,5
2020-03-07,5858,UNDERWARE,commodity,CLASS,13.0,108,HIGH,5.48,591.84,5
2020-03-10,23053,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,0
2020-03-15,20237,UNDERWARE,commodity,VISLUMBRE,10.0,108,HIGH,0.0,0.0,0
2020-03-25,2269,UNDERWARE,commodity,MASH,14.0,96,HIGH,7.88,756.48,5
2020-03-26,24822,UNDERWARE,commodity,FINA ESTAMPA,10.0,108,HIGH,0.0,0.0,5
2020-03-27,24803,UNDERWARE,commodity,CLASS,12.0,108,HIGH,13.01,1405.08,5
2020-03-28,5111,UNDERWARE,commodity,CLASS,9.0,108,HIGH,5.48,591.84,5
2020-03-28,14477,UNDERWARE,commodity,VI LINGERIE,10.0,108,HIGH,0.0,0.0,5
2020-03-29,32077,UNDERWARE,commodity,DIRA,8.0,108,HIGH,0.0,0.0,5
2020-03-30,7359,UNDERWARE,commodity,ZEE RUCCI,9.0,108,HIGH,4.32,466.56,5
2020-03-30,15538,MODA PRAIA,commodity,CLASS,13.0,108,HIGH,0.0,0.0,0
2020-04-01,15072,UNDERWARE,commodity,FEMINIS,8.0,108,HIGH,0.0,0.0,0
2020-04-05,7370,UNDERWARE,commodity,ZEE RUCCI,8.0,108,HIGH,5.7,615.6,5
2020-04-08,21080,FITNESS,commodity,FOREVER FITNESS,11.0,108,HIGH,0.0,0.0,0
2020-04-11,7374,UNDERWARE,commodity,ZEE RUCCI,10.0,108,HIGH,5.7,615.6,5
2020-04-16,6673,UNDERWARE,commodity,CLASS,11.0,108,HIGH,0.0,0.0,5
2020-04-27,6106,UNDERWARE,commodity,DIVA DONNA,8.0,108,HIGH,3.02,326.16,5
2020-04-27,6440,UNDERWARE,commodity,CLASS,8.0,108,HIGH,16.43,1774.44,5
2020-04-27,14470,UNDERWARE,commodity,VI LINGERIE,8.0,108,HIGH,0.0,0.0,5
2020-05-04,16281,UNDERWARE,commodity,TRIFIL,11.0,108,HIGH,0.0,0.0,0
2020-05-10,1564,UNDERWARE,commodity,DIVA DONNA,8.0,108,HIGH,3.45,372.6,0
2020-05-15,29031,UNDERWARE,commodity,FINA ESTAMPA,12.0,108,HIGH,0.0,0.0,5
2020-05-19,7883,UNDERWARE,commodity,VI LINGERIE,9.0,108,HIGH,19.89,2148.12,5
2020-05-22,14468,UNDERWARE,commodity,VI LINGERIE,12.0,108,HIGH,0.0,0.0,5
2020-05-23,33355,LINHA NOITE,commodity,CORPO SENSUAL,8.0,108,HIGH,0.0,0.0,2
2020-05-24,14474,UNDERWARE,commodity,VI LINGERIE,9.0,108,HIGH,0.0,0.0,5
2020-05-25,3099,UNDERWARE,commodity,VI LINGERIE,12.0,108,HIGH,0.0,0.0,5
2020-05-28,5104,UNDERWARE,commodity,MASH,14.0,96,HIGH,11.86,1138.56,2
2020-05-29,21077,FITNESS,commodity,FOREVER FITNESS,11.0,108,HIGH,0.0,0.0,0
2020-05-31,14928,UNDERWARE,commodity,FEMINIS,11.0,108,HIGH,0.0,0.0,5
2020-06-01,9881,MODA PRAIA,commodity,CLASS,8.0,108,HIGH,11.65,1258.2,5
2020-06-06,35,EROTICA,commodity,PIMENTA QUENTE,8.0,108,HIGH,18.17,1962.36,0
2020-06-22,15067,UNDERWARE,commodity,FEMINIS,10.0,108,HIGH,0.0,0.0,0
2020-06-24,13146,UNDERWARE,commodity,VI LINGERIE,8.0,108,HIGH,12.9,1393.2,5
2020-06-27,31165,MODA PRAIA,commodity,LAMAR,9.0,108,HIGH,0.0,0.0,0
